PPID,Beep,Reported,Estimated,PropPos
163135,13,6,0.408418801,0.25
163135,14,3,0.261215533,0.222222222222222
163135,71,6,0.784455454,0.125
163135,72,7,0.646633821,0.142857142857142
163135,73,5,0.203959682,0.222222222222222
163135,74,7,0.20320404,0
163135,75,6,0.550135514,0.333333333333333
163135,76,7,0.431536268,0.272727272727272
163135,77,6,0.416469757,0.333333333333333
163135,78,7,0.556663667,0.4
163135,81,7,0.654354364,0.625
163135,82,6,0.407599453,0.285714285714285
163135,83,7,0.547197813,0.5
163135,84,7,0.553846785,0.333333333333333
163135,85,6,0.358252879,0.5
163135,86,7,0.682029413,0.5
163135,90,7,0.788414595,0.666666666666666
163135,92,7,0.428676462,0
163135,93,6,0.271480988,0
163135,94,6,0.746884088,0.333333333333333
163135,95,7,0.39320333,0.428571428571428
163135,98,5,0.521401234,0.571428571428571
163135,99,5,0.378646436,0.166666666666666
163135,100,2,0.223308956,0
163135,101,3,0.488497027,0.166666666666666
163135,104,4,0.477578646,0.285714285714285
163135,105,1,0.300334819,0
163135,15,5,0.377175291,0.285714285714285
163135,17,6,0.810284434,0.3
163135,18,5,0.830398241,0.5
163135,20,3,0.18507039,0
163135,21,2,0.150609461,0.142857142857142
163135,106,5,0.259715255,0.428571428571428
163135,107,5,0.45483799,0.4
163135,108,6,0.716251692,1
163135,109,7,0.43065799,0.222222222222222
163135,111,6,0.559508811,0.5
163135,112,7,0.613085016,0.181818181818181
163135,113,6,0.587640676,0.363636363636363
163135,114,7,0.825738701,0.333333333333333
163135,115,6,0.449057967,0.142857142857142
163135,117,6,0.245959177,0.25
163135,120,6,0.359071628,0.25
163135,121,5,0.496365049,0.125
163135,122,4,0.096990074,0
163135,123,3,0.61243276,0.333333333333333
163135,124,5,0.428125617,0.5
163135,136,6,0.560293083,0.25
163135,137,3,0.424647367,0.142857142857142
163135,138,3,0.353153056,0.25
163135,139,2,0.425590361,0.333333333333333
163135,140,5,0.411184973,0.25
163135,22,5,0.662252149,0.4
163135,23,6,0.780469585,0.6
163135,28,3,0.273031291,0
205733,1,2,0.350479851,0
205733,2,4,0.331603167,0.4
205733,3,4,0.441683233,0.5
205733,4,5,0.727291137,0.333333333333333
205733,5,5,0.290462584,0
205733,6,5,0.735594976,0.333333333333333
205733,8,3,0.421885913,0.5
205733,9,3,0.474617663,0
205733,10,3,0.267494781,0
205733,11,3,0.257433099,0.166666666666666
205733,12,2,0.332004337,0
205733,13,3,0.529526007,0.166666666666666
205733,14,6,0.488586123,0.25
205733,16,4,0.688676822,0.285714285714285
205733,17,5,0.9176593,0.25
205733,18,5,0.536348992,0.333333333333333
205733,19,5,0.489035895,0.25
205733,21,5,0.373551781,0.222222222222222
205733,22,6,0.727525725,0.2
205733,23,4,0.682531132,0
205733,26,2,0.276783886,0
205733,27,2,0.269118392,0
205733,28,2,0.828325787,0.2
205733,29,2,0.290125624,0
205733,30,2,0.344214307,0
205733,31,3,0.546104279,0.2
205733,32,1,0.206561634,0
205733,33,3,0.268409263,0
205733,34,2,0.327655987,0
205733,35,6,0.452873195,0.5
205733,1,3,0.547855886,0.2
205733,3,4,0.365275227,0
205733,4,3,0.385857852,0.25
205733,5,4,0.252242502,0.142857142857142
205733,6,4,0.24573441,0
205733,36,2,0.304155745,0
205733,37,4,0.78972028,0
205733,38,3,0.459908626,0.25
205733,39,3,0.335958148,0
205733,41,2,0.57863924,0
205733,42,3,0.461492122,0.333333333333333
205733,43,2,0.263649027,0.5
205733,44,3,0.283395274,0
205733,45,3,0.241738311,0
205733,47,2,0.683316638,0
205733,48,3,0.272931389,0.2
205733,49,3,0.27353569,0.333333333333333
205733,50,2,0.266287829,0
205733,51,3,0.559428806,0.5
205733,52,2,0.608687299,0.2
205733,55,3,0.341880996,0
205733,56,3,0.302736165,0
205733,57,3,0.299177561,0
205733,58,2,0.272090116,0
205733,59,2,0.302996136,0
205733,60,2,0.785961324,0.25
205733,62,4,0.686207124,0.166666666666666
205733,64,2,0.658306417,0.142857142857142
205733,65,3,0.420674873,0.4
205733,67,2,0.339499816,0.166666666666666
205733,68,1,0.276241588,0
205733,69,2,0.26100086,0
205733,70,3,0.807509396,0.5
205733,8,3,0.57348139,0.222222222222222
205733,9,1,0.216764818,0
205733,10,3,0.249957569,0
205733,11,3,0.551458166,0.25
205733,12,3,0.334948952,0
205733,72,2,0.69329416,0.2
205733,73,2,0.287081439,0.142857142857142
205733,74,2,0.120959939,0.25
205733,75,3,0.300438917,0.25
205733,76,3,0.283969953,0
205733,77,2,0.273358974,0
205733,78,2,0.258750924,0
205733,79,2,0.609905276,0.2
205733,80,3,0.417623867,0.2
205733,81,2,0.326530555,0
205733,82,5,0.733708396,0.5
205733,83,3,0.920709028,0.2
205733,84,5,0.622722607,0.333333333333333
205733,86,3,0.705275608,0.25
205733,89,3,0.815332443,0.333333333333333
205733,90,3,0.465555311,0
205733,92,4,0.262395204,0
205733,93,2,0.61197031,0.25
205733,94,4,0.307668229,0.333333333333333
205733,95,3,0.607427628,0
205733,96,2,0.269309138,0
205733,97,3,0.295580666,0
205733,98,2,0.262809449,0
205733,99,5,0.279452545,0.333333333333333
205733,100,1,0.25402256,0
205733,101,2,0.235880841,0
205733,102,2,0.155034524,0
205733,103,3,0.100599368,0
205733,104,1,0.842971399,0.5
205733,105,2,0.488143821,0.5
205733,15,3,0.215390091,0
205733,16,3,0.264072262,0
205733,19,4,0.218523092,0.166666666666666
205733,20,3,0.217215454,0.2
205733,21,3,0.22916222,0
205733,107,3,0.295392272,0
205733,109,3,0.238462725,0
205733,110,3,0.287375216,0
205733,111,2,0.189277113,0
205733,112,2,0.211341751,0.5
205733,114,2,0.607355154,0.2
205733,116,3,0.315585679,0
205733,117,3,0.442591138,0.2
205733,118,3,0.502927233,0.333333333333333
205733,119,3,0.245691457,0
205733,122,3,0.255778874,0
205733,123,3,0.265655012,0.166666666666666
205733,124,3,0.262961218,0.166666666666666
205733,126,3,0.271136231,0
205733,127,3,0.276037966,0.2
205733,129,3,0.527727828,0.4
205733,130,3,0.321391963,0.2
205733,132,5,0.269309138,0
205733,133,3,0.265030556,0
205733,136,2,0.596716559,0.166666666666666
205733,137,2,0.211542265,0
205733,138,2,0.121306107,0
205733,139,2,0.352302331,0
205733,140,6,0.583509892,0.25
205733,23,2,0.3103571,0.25
205733,24,3,0.613794184,0.166666666666666
205733,25,3,0.273731652,0
205733,28,2,0.246136462,0
224562,1,2,0.087967918,0
224562,2,5,0.876965423,1
224562,3,5,0.306642109,0
224562,4,2,0.12190893,0
224562,5,7,0.94121474,1
224562,6,1,0.117122141,0
224562,7,6,0.105192736,0
224562,8,3,0.263826525,0
224562,9,1,0.144456646,0
224562,10,3,0.21911355,0
224562,11,1,0.105192736,0
224562,12,2,0.160883846,0.4
224562,13,1,0.113197428,0.25
224562,14,3,0.256756657,0.333333333333333
224562,15,6,0.882107524,0.5
224562,16,6,0.944234847,1
224562,17,7,0.489358479,0.5
224562,18,5,0.516666405,1
224562,19,2,0.139197461,0
224562,20,3,0.30953814,0
224562,21,1,0.415171089,0
224562,22,7,0.531924203,0.666666666666666
224562,23,3,0.415171089,0
224562,24,6,0.651395412,1
224562,25,3,0.263826525,0
224562,26,6,0.965311451,1
224562,27,3,0.196770622,0
224562,28,3,0.306642109,0
224562,29,5,0.268161574,0.333333333333333
224562,30,2,0.319563331,0
224562,31,3,0.33735212,0.5
224562,32,6,0.912281978,1
224562,33,5,0.386745003,0
224562,34,2,0.367185379,0
224562,35,7,0.386745003,0
224562,1,2,0.226350719,0
224562,2,1,0.105192736,0
224562,3,1,0.230732287,0
224562,4,5,0.970718806,1
224562,5,2,0.082958168,0
224562,6,5,0.914473674,1
224562,7,1,0.306642109,0
224562,38,3,0.28883206,0
224562,39,3,0.261980411,0
224562,40,3,0.278926417,0
224562,41,3,0.855743499,0.5
224562,42,4,0.26239902,0
224562,43,1,0.290442836,0
224562,44,5,0.57298385,0.666666666666666
224562,45,6,0.317334813,0
224562,47,5,0.432956907,0
224562,48,7,0.516666405,1
224562,49,2,0.476499653,0.5
224562,50,3,0.261980411,0
224562,52,3,0.158040616,0
224562,54,2,0.966903189,1
224562,55,7,0.315586302,0.5
224562,57,3,0.204843165,0
224562,58,2,0.657666094,0
224562,59,3,0.432956907,0
224562,60,5,0.191023902,0
224562,61,2,0.238023696,0
224562,62,3,0.25387319,0
224562,64,1,0.108930566,0
224562,65,5,0.361029826,0
224562,66,2,0.25387319,0
224562,67,6,0.523302275,0
224562,68,2,0.25387319,0
224562,69,6,0.25387319,0
224562,70,6,0.25387319,0
224562,8,2,0.266713417,0
224562,9,6,0.25387319,0
224562,10,5,0.510807306,0
224562,11,5,0.466128579,0.5
224562,13,5,0.205142185,0
224562,14,2,0.30459169,0
224562,72,2,0.306642109,0
224562,73,3,0.279492443,0
224562,74,2,0.25387319,0
224562,75,2,0.25387319,0
224562,76,2,0.25387319,0
224562,77,2,0.239342793,0
224562,78,2,0.25387319,0
224562,79,3,0.503099107,0.5
224562,81,7,0.317334813,0
224562,82,3,0.317334813,0
224562,83,2,0.283511459,0
224562,84,5,0.377327835,0
224562,85,3,0.25387319,0
224562,86,2,0.25387319,0
224562,88,1,0.078934529,0
224562,89,1,0.28883206,0
224562,90,7,0.61182654,1
224562,91,2,0.25387319,0
224562,92,2,0.123790363,0
224562,93,6,0.25387319,0
224562,94,6,0.377327835,0
224562,95,2,0.377327835,0
224562,96,2,0.25387319,0
224562,97,3,0.306618069,0
224562,98,7,0.317334813,0
224562,99,7,0.28883206,0
224562,100,5,0.25387319,0
224562,101,5,0.703415664,1
224562,102,4,0.317334813,0
224562,103,7,0.25387319,0
224562,104,3,0.356600136,0
224562,105,6,0.25387319,0
224562,16,3,0.307900133,0
224562,17,7,0.581091357,0.666666666666666
224562,18,1,0.200936812,0
224562,19,7,0.317334813,0
224562,20,5,0.317334813,0
224562,21,1,0.306642109,0
224562,107,2,0.25387319,0
224562,108,3,0.279527419,0
224562,110,1,0.377327835,0
224562,111,2,0.25387319,0
224562,112,3,0.179225016,0
224562,113,6,0.204843165,0
224562,114,3,0.25387319,0
224562,115,2,0.368554059,0
224562,116,5,0.306642109,0
224562,118,2,0.317334813,0
224562,119,2,0.25387319,0
224562,120,2,0.317334813,0
224562,121,2,0.25387319,0
224562,122,6,0.317334813,0
224562,123,7,0.317334813,0
224562,124,2,0.317334813,0
224562,125,2,0.25387319,0
224562,127,2,0.28883206,0
224562,128,6,0.25387319,0
224562,129,7,0.317334813,0
224562,130,6,0.317334813,0
224562,131,2,0.317334813,0
224562,132,2,0.317334813,0
224562,133,6,0.317334813,0
224562,134,2,0.317334813,0
224562,135,7,0.377327835,0
224562,137,6,0.111053072,0
224562,138,3,0.317334813,0
224562,139,3,0.28883206,0
224562,140,7,0.503099107,0.5
224562,23,2,0.163928346,0
224562,24,5,0.365883857,0
224562,25,4,0.782189919,1
224562,26,2,0.25387319,0
224562,27,3,0.317334813,0
224562,28,7,0.317334813,0
228361,1,3,0.612084285,0.272727272727272
228361,2,5,0.665994158,0.153846153846153
228361,3,5,0.226940036,0
228361,4,4,0.271199654,0.25
228361,5,5,0.730115235,0.181818181818181
228361,6,6,0.678052131,0.333333333333333
228361,7,4,0.397301972,0.166666666666666
228361,8,5,0.240587021,0.2
228361,9,5,0.821552168,0.428571428571428
228361,10,6,0.831719703,0.428571428571428
228361,11,3,0.847751147,0.333333333333333
228361,12,6,0.441157186,0.0909090909090909
228361,13,5,0.508952955,0.2
228361,14,3,0.857797221,0.333333333333333
228361,15,4,0.477817429,0.428571428571428
228361,16,3,0.328328707,0.2
228361,18,5,0.276391346,0
228361,19,6,0.904508876,1
228361,20,6,0.882451161,1
228361,21,6,0.695523233,0.5
228361,22,5,0.743166199,0.5
228361,23,5,0.823342651,0.285714285714285
228361,24,5,0.788726984,0.666666666666666
228361,25,5,0.611267198,0.5
228361,26,5,0.423508101,0.285714285714285
228361,27,6,0.916804342,1
228361,28,6,0.741627397,0.375
228361,29,6,0.883293131,0.4
228361,30,6,0.907978427,1
228361,31,6,0.862020555,1
228361,32,6,0.861581618,0.5
228361,33,7,0.938548184,1
228361,34,5,0.535642562,0.4
228361,35,6,0.831162832,0.666666666666666
228361,1,5,0.308917013,0
228361,2,5,0.845002967,0.5
228361,3,4,0.646319308,0.142857142857142
228361,4,6,0.815296541,0.285714285714285
228361,5,6,0.888218351,0.75
228361,6,6,0.431227291,0.333333333333333
228361,7,5,0.825478664,0.6
228361,36,4,0.196220408,0
228361,37,4,0.33942247,0.333333333333333
228361,38,5,0.591564929,0.25
228361,39,5,0.777216053,0.166666666666666
228361,40,6,0.866647422,1
228361,41,4,0.287737069,0.25
228361,42,5,0.594248481,0.666666666666666
228361,43,4,0.871451464,0.166666666666666
228361,44,5,0.791410926,1
228361,45,3,0.844702615,0.5
228361,46,2,0.238055139,0.25
228361,47,4,0.712170099,0
228361,48,3,0.795672096,0.333333333333333
228361,50,5,0.549374361,0.3
228361,51,3,0.825458049,0.4
228361,52,3,0.607413753,1
228361,53,5,0.722594378,0.5
228361,54,5,0.640196923,0.5
228361,55,5,0.813938167,0.333333333333333
228361,56,5,0.644432374,0.333333333333333
228361,57,6,0.937479909,0.75
228361,58,6,0.879689085,0.666666666666666
228361,59,6,0.395746685,0
228361,60,6,0.936949301,1
228361,61,4,0.857587786,1
228361,62,5,0.885327432,0.666666666666666
228361,63,5,0.952423755,0.4
228361,64,6,0.916757546,0.6
228361,65,5,0.875983745,1
228361,66,5,0.856969424,1
228361,67,3,0.392693137,0.4
228361,68,4,0.328962897,0.5
228361,69,5,0.809865934,1
228361,70,5,0.537303157,0.75
228361,8,5,0.631676518,0.2
228361,9,4,0.247748804,0
228361,10,2,0.213209452,0
228361,11,5,0.92932478,0.5
228361,12,6,0.93336362,1
228361,13,4,0.305896557,0
228361,14,5,0.489270775,1
228361,71,6,0.80470815,0.666666666666666
228361,72,5,0.345149158,0.25
228361,73,5,0.587946061,0.666666666666666
228361,74,6,0.927830895,0.666666666666666
228361,75,6,0.894232688,1
228361,76,5,0.315038672,0.333333333333333
228361,77,5,0.723574767,0.5
228361,78,5,0.51732262,0.666666666666666
228361,79,4,0.121210845,0
228361,80,5,0.862103597,0.666666666666666
228361,81,5,0.785795517,0.5
228361,82,5,0.403712006,0.666666666666666
228361,83,4,0.808050206,1
228361,84,5,0.313004639,0
228361,85,4,0.642581149,0.75
228361,86,6,0.900502838,1
228361,87,6,0.786195532,1
228361,88,6,0.839975126,1
228361,89,6,0.726750756,1
228361,90,5,0.880866372,1
228361,91,5,0.824686346,1
228361,92,6,0.72069333,0.666666666666666
228361,93,6,0.824060209,0.5
228361,94,6,0.944425185,1
228361,95,6,0.744379216,0.666666666666666
228361,96,3,0.285489788,0.333333333333333
228361,97,5,0.861128519,0.333333333333333
228361,98,5,0.30273421,0.4
228361,99,5,0.707683742,0.5
228361,100,6,0.945330299,1
228361,101,5,0.815453345,0.666666666666666
228361,102,5,0.885792995,0.75
228361,103,6,0.711913394,0.666666666666666
228361,104,3,0.137685213,0.25
228361,105,6,0.943457862,0.666666666666666
228361,15,4,0.362625989,0.666666666666666
228361,16,5,0.554434637,0.666666666666666
228361,17,5,0.903042186,0.75
228361,18,6,0.646939758,0.833333333333333
228361,19,6,0.925204363,0.666666666666666
228361,20,5,0.309379494,0
228361,21,5,0.605835158,0.666666666666666
228361,106,4,0.286567642,0.2
228361,107,5,0.765065195,1
228361,108,5,0.301579435,0
228361,109,6,0.876440819,1
228361,110,6,0.920226801,0.75
228361,111,6,0.819983905,0.6
228361,112,6,0.942327358,1
228361,113,6,0.937436322,0.666666666666666
228361,115,7,0.752354508,0.666666666666666
228361,116,4,0.267544795,0
228361,117,3,0.296541006,0.25
228361,118,4,0.423662199,0
228361,119,5,0.650482163,0.666666666666666
228361,120,5,0.86185921,1
228361,121,3,0.218736055,0
228361,122,5,0.622488131,0.25
228361,123,6,0.815258261,0.571428571428571
228361,124,5,0.885151548,0.8
228361,125,6,0.927196941,0.666666666666666
228361,126,5,0.200326505,0
228361,127,6,0.913728523,1
228361,128,5,0.581650496,0.4
228361,129,6,0.885080727,0.5
228361,130,6,0.898244626,0.8
228361,131,6,0.906474431,0.75
228361,132,6,0.924122271,0.8
228361,133,6,0.839971488,1
228361,134,7,0.846696372,0.8
228361,135,6,0.948955385,0.8
228361,136,5,0.891406412,1
228361,137,4,0.247048212,0.375
228361,138,6,0.516025813,0.5
228361,139,4,0.826984698,0.75
228361,140,6,0.896934759,1
228361,23,5,0.251114744,0
228361,24,6,0.84157471,0.333333333333333
228361,25,6,0.837954636,0.454545454545454
228361,26,6,0.923017172,0.666666666666666
228361,27,5,0.560415895,0.5
228361,28,6,0.609637421,0.75
233742,1,6,0.902708617,1
233742,2,4,0.23437063,0
233742,3,6,0.902708617,1
233742,4,6,0.651536687,0.5
233742,5,6,0.969484159,1
233742,6,4,0.226350719,0
233742,7,5,0.935152947,1
233742,8,5,0.935152947,1
233742,9,3,0.186674848,0
233742,10,7,0.882300278,1
233742,11,3,0.25387319,0
233742,12,5,0.707577921,0.5
233742,13,5,0.935152947,1
233742,14,5,0.25387319,0
233742,15,3,0.235222877,0
233742,16,6,0.902708617,1
233742,18,7,0.901402775,1
233742,19,5,0.850234938,0.5
233742,20,7,0.901402775,1
233742,21,5,0.935152947,1
233742,22,5,0.935152947,1
233742,23,5,0.329877382,0
233742,25,4,0.35637708,0
233742,26,6,0.844717825,1
233742,27,5,0.844717825,1
233742,28,5,0.377327835,0
233742,29,5,0.935152947,1
233742,30,5,0.935152947,1
233742,31,4,0.935152947,1
233742,32,5,0.935152947,1
233742,33,6,0.902708617,1
233742,34,5,0.707577921,0.5
233742,35,2,0.12190893,0
233742,1,5,0.897135455,1
233742,4,6,0.95846599,1
233742,6,7,0.901402775,1
233742,7,6,0.888365416,1
233742,36,6,0.956822531,1
233742,37,6,0.935790738,1
233742,38,5,0.319818753,0
233742,39,6,0.935152947,1
233742,40,5,0.935152947,1
233742,41,5,0.554330837,1
233742,42,5,0.935152947,1
233742,43,5,0.935152947,1
233742,44,5,0.935152947,1
233742,45,5,0.935152947,1
233742,46,5,0.902708617,1
233742,47,5,0.319818753,0
233742,48,5,0.935152947,1
233742,49,6,0.935152947,1
233742,50,6,0.570763948,0.5
233742,51,5,0.935152947,1
233742,55,5,0.890480338,0.666666666666666
233742,56,5,0.935152947,1
233742,58,5,0.240397099,0.5
233742,59,5,0.935152947,1
233742,63,5,0.935152947,1
233742,64,6,0.844717825,1
233742,65,5,0.276712712,0
233742,66,5,0.935152947,1
233742,67,5,0.935152947,1
233742,69,4,0.12190893,0
233742,70,4,0.707577921,0.5
233742,8,6,0.935152947,1
233742,9,6,0.902708617,1
233742,10,6,0.902708617,1
233742,11,5,0.935152947,1
233742,12,6,0.844717825,1
233742,71,2,0.25725025,0.5
233742,72,3,0.758723699,1
233742,73,3,0.115834362,0
233742,74,2,0.12964345,0
233742,75,1,0.182727343,0
233742,76,4,0.268233175,0
233742,77,4,0.276365429,0
233742,78,4,0.319818753,0
233742,79,4,0.25387319,0
233742,80,2,0.258024033,0.5
233742,81,5,0.914450285,1
233742,82,4,0.850234938,0.5
233742,83,5,0.956822531,1
233742,84,5,0.898394142,1
233742,85,5,0.87660119,1
233742,86,5,0.935152947,1
233742,87,5,0.871417667,0.333333333333333
233742,88,5,0.935152947,1
233742,89,5,0.809251266,0.5
233742,90,5,0.806502039,0.5
233742,91,6,0.902708617,1
233742,92,7,0.78865035,0.5
233742,93,5,0.844717825,1
233742,94,5,0.844717825,1
233742,95,5,0.935152947,1
233742,96,7,0.844717825,1
233742,97,6,0.956822531,1
233742,98,6,0.844717825,1
233742,99,6,0.806502039,0.5
233742,100,6,0.935152947,1
233742,101,6,0.935152947,1
233742,102,6,0.935152947,1
233742,103,6,0.935152947,1
233742,104,4,0.935152947,1
233742,105,7,0.902708617,1
233742,15,4,0.335928208,0
233742,16,4,0.106392967,0
233742,17,5,0.935152947,1
233742,18,5,0.935152947,1
233742,19,6,0.902708617,1
233742,20,5,0.956822531,1
233742,21,5,0.935152947,1
233742,106,6,0.935152947,1
233742,107,6,0.935152947,1
233742,108,6,0.89615682,1
233742,109,6,0.896690327,0.666666666666666
233742,110,5,0.591051759,0.333333333333333
233742,111,6,0.835901334,0.25
233742,112,5,0.935152947,1
233742,113,5,0.527377377,0.333333333333333
233742,114,5,0.289867629,0.5
233742,115,5,0.688480958,0.5
233742,116,6,0.902708617,1
233742,117,5,0.568273404,1
233742,118,5,0.32479925,0.5
233742,119,6,0.844796304,0.666666666666666
233742,120,6,0.838316348,0.5
233742,121,7,0.901402775,1
233742,122,6,0.819967624,0.666666666666666
233742,123,6,0.902708617,1
233742,124,6,0.935152947,1
233742,125,5,0.946593256,0.25
233742,126,7,0.774963917,0.5
233742,127,7,0.873762718,0.666666666666666
233742,128,6,0.902708617,1
233742,129,4,0.439253797,0.333333333333333
233742,130,6,0.306074603,0.333333333333333
233742,131,6,0.902708617,1
233742,132,5,0.930154149,0.5
233742,133,6,0.942119101,0.666666666666666
233742,134,6,0.712632795,0.5
233742,135,6,0.935152947,1
233742,136,5,0.935152947,1
233742,137,6,0.871417667,0.333333333333333
233742,138,6,0.871417667,0.333333333333333
233742,139,5,0.850234938,0.5
233742,140,5,0.443488571,0.666666666666666
233742,22,7,0.902708617,1
233742,23,5,0.857709611,0.5
233742,24,7,0.812577533,0.5
233742,25,7,0.677030453,0.666666666666666
233742,26,6,0.78865035,0.5
233742,27,7,0.876231877,0.666666666666666
233742,28,5,0.852075605,1
251047,3,5,0.173081188,0
251047,5,5,0.171488948,0
251047,9,2,0.226350719,0
251047,10,4,0.226350719,0
251047,15,3,0.226350719,0
251047,18,2,0.440679548,0.5
251047,19,5,0.650612045,0.5
251047,20,3,0.698371179,1
251047,21,2,0.213103646,0.5
251047,23,2,0.163046264,0
251047,24,2,0.867519604,1
251047,27,3,0.431415132,0.5
251047,28,3,0.358283987,0.666666666666666
251047,29,2,0.25387319,0
251047,30,3,0.234111965,0.5
251047,32,2,0.252642663,0
251047,33,2,0.25387319,0
251047,34,3,0.909171731,0.5
251047,35,3,0.199447839,0.166666666666666
251047,5,2,0.109267098,0
251047,39,5,0.25387319,0
251047,40,2,0.217859393,0
251047,43,2,0.25387319,0
251047,44,3,0.264772386,0.5
251047,45,3,0.473188213,0.5
251047,46,2,0.235222877,0
251047,49,4,0.698371179,1
251047,50,2,0.966903189,1
251047,52,4,0.698371179,1
251047,53,3,0.251151429,0.5
251047,54,4,0.698371179,1
251047,55,3,0.966903189,1
251047,56,3,0.698371179,1
251047,57,4,0.852605137,0.5
251047,58,3,0.25387319,0
251047,59,2,0.698371179,1
251047,60,3,0.956565395,1
251047,62,4,0.153302976,0
251047,63,3,0.228016638,0.2
251047,64,3,0.362334808,0
251047,65,3,0.698371179,1
251047,68,4,0.235222877,0
251047,69,2,0.235222877,0
251047,70,1,0.235222877,0
251047,10,2,0.966903189,1
251047,12,4,0.966903189,1
251047,13,1,0.844717825,1
251047,74,1,0.205619763,0
251047,77,4,0.235222877,0
251047,78,1,0.235222877,0
251047,79,3,0.698371179,1
251047,80,3,0.284183019,0
251047,84,3,0.284183019,0
251047,85,3,0.189452072,0
251047,88,3,0.966903189,1
251047,89,2,0.284183019,0
251047,92,4,0.844717825,1
251047,93,3,0.178645791,0
251047,94,2,0.496312194,0
251047,95,3,0.284183019,0
251047,96,4,0.279499483,0
251047,97,2,0.946079454,1
251047,98,2,0.284183019,0
251047,99,2,0.698371179,1
251047,100,2,0.229088666,0.5
251047,101,2,0.698371179,1
251047,103,3,0.503040091,0.142857142857142
251047,104,3,0.224847407,0.2
251047,105,4,0.153302976,0
251047,20,3,0.377327835,0
251047,21,1,0.32559482,0.4
251047,109,4,0.8555257,1
251047,110,5,0.844717825,1
251047,113,5,0.954705847,0.5
251047,114,3,0.205764831,0.111111111111111
251047,115,3,0.261058178,0
251047,119,3,0.945041203,0.666666666666666
251047,120,3,0.398720408,0.333333333333333
251047,126,5,0.404453665,0.181818181818181
251047,127,4,0.81013936,0.111111111111111
251047,128,4,0.698371179,1
251047,129,5,0.490429032,0.333333333333333
251047,130,5,0.340024512,0.2
251047,131,3,0.360661872,0.5
251047,132,2,0.315119274,1
251047,133,4,0.848768728,0.5
251047,134,3,0.352273113,0.2
251047,135,3,0.363064965,0.25
251047,138,5,0.252298538,0
251047,139,4,0.378113987,0.166666666666666
251047,140,4,0.361902193,0.666666666666666
251047,26,3,0.178827557,0
251047,27,3,0.803714716,0.5
251475,1,5,0.284977256,0
251475,2,6,0.863968508,1
251475,3,5,0.398863471,0
251475,4,4,0.887481276,0.333333333333333
251475,5,5,0.801633792,0.5
251475,6,2,0.25387319,0
251475,7,6,0.854815045,1
251475,8,3,0.377327835,0
251475,9,5,0.607413753,1
251475,10,6,0.834060926,1
251475,11,6,0.966903189,1
251475,12,5,0.50157052,1
251475,13,6,0.377327835,0
251475,14,1,0.087967918,0
251475,15,4,0.861561057,0.5
251475,18,3,0.451469541,0.5
251475,19,4,0.257978576,0
251475,20,4,0.50157052,1
251475,21,6,0.717695841,0.5
251475,22,2,0.25387319,0
251475,23,6,0.50157052,1
251475,24,4,0.56420314,1
251475,25,5,0.966903189,1
251475,26,2,0.226350719,0
251475,27,2,0.226350719,0
251475,28,4,0.504651636,0.5
251475,29,4,0.164987446,0.5
251475,30,3,0.25387319,0
251475,31,6,0.377327835,0
251475,32,2,0.25387319,0
251475,33,4,0.86304562,1
251475,34,4,0.25387319,0
251475,35,4,0.50157052,1
251475,1,4,0.515728774,0.25
251475,2,3,0.226350719,0
251475,4,2,0.226350719,0
251475,5,6,0.852301844,0.8
251475,6,3,0.313651514,0.5
251475,7,2,0.200211933,0.2
251475,36,2,0.105297138,0
251475,37,2,0.123790363,0
251475,38,2,0.25387319,0
251475,39,4,0.25387319,0
251475,40,5,0.385263491,0
251475,41,4,0.098278947,0
251475,42,2,0.12190893,0
251475,43,4,0.50157052,1
251475,44,3,0.11924041,0
251475,45,5,0.838175618,1
251475,46,4,0.385263491,0
251475,47,5,0.25387319,0
251475,48,3,0.238776015,0
251475,49,2,0.25387319,0
251475,50,5,0.50157052,1
251475,51,6,0.966903189,1
251475,52,2,0.25387319,0
251475,53,2,0.276076021,0.25
251475,54,4,0.50157052,1
251475,55,4,0.50157052,1
251475,56,5,0.966903189,1
251475,57,2,0.219471992,0.333333333333333
251475,58,2,0.123790363,0
251475,59,3,0.234563788,0
251475,60,5,0.385263491,0
251475,61,3,0.128179098,0
251475,62,3,0.25387319,0
251475,63,3,0.320642137,0
251475,64,2,0.235222877,0
251475,65,2,0.25387319,0
251475,66,3,0.25387319,0
251475,67,5,0.385263491,0
251475,69,2,0.352548313,0.25
251475,70,4,0.50157052,1
251475,9,5,0.755522018,1
251475,10,5,0.50157052,1
251475,11,3,0.085901434,0
251475,12,4,0.272393029,0
251475,13,3,0.385263491,0
251475,14,4,0.30068833,0.166666666666666
251475,71,2,0.182227526,0
251475,72,2,0.25387319,0
251475,73,4,0.516385774,1
251475,74,4,0.50157052,1
251475,75,5,0.385263491,0
251475,76,5,0.607413753,1
251475,77,2,0.670395058,0.666666666666666
251475,78,2,0.12190893,0
251475,79,4,0.385263491,0
251475,80,4,0.516385774,1
251475,81,4,0.385263491,0
251475,82,4,0.25387319,0
251475,83,3,0.1909542,0
251475,84,3,0.266573066,0
251475,85,1,0.235222877,0
251475,86,6,0.966903189,1
251475,87,3,0.12190893,0
251475,88,4,0.25387319,0
251475,89,3,0.25387319,0
251475,90,6,0.785847864,1
251475,91,3,0.12190893,0
251475,92,3,0.120502246,0
251475,93,1,0.25387319,0
251475,94,4,0.516385774,1
251475,95,5,0.385263491,0
