PPID,Beep,Reported,Estimated,PropPos
473891,21,4,0.838175618,1
473891,106,5,0.838175618,1
473891,107,4,0.838175618,1
473891,108,5,0.838175618,1
473891,109,1,0.317334813,0
473891,110,4,0.844717825,1
473891,111,5,0.838175618,1
473891,112,2,0.25387319,0
473891,113,3,0.377327835,0
473891,114,3,0.838175618,1
473891,115,5,0.838175618,1
473891,116,4,0.838175618,1
473891,117,5,0.317334813,0
473891,118,5,0.838175618,1
473891,119,4,0.838175618,1
473891,120,6,0.838175618,1
473891,121,5,0.844717825,1
473891,122,4,0.844717825,1
473891,123,5,0.377327835,0
473891,124,5,0.838175618,1
473891,125,5,0.838175618,1
473891,126,5,0.838175618,1
473891,127,6,0.516385774,1
473891,128,4,0.838175618,1
473891,129,4,0.516385774,1
473891,130,4,0.721443907,0
473891,131,4,0.838175618,1
473891,132,4,0.838175618,1
473891,133,7,0.838175618,1
473891,134,4,0.838175618,1
473891,135,4,0.838175618,1
473891,136,5,0.317334813,0
473891,137,4,0.838175618,1
473891,138,4,0.838175618,1
473891,139,4,0.838175618,1
473891,140,4,0.844717825,1
473891,22,4,0.838175618,1
473891,23,5,0.838175618,1
473891,24,4,0.838175618,1
473891,25,6,0.838175618,1
473891,26,4,0.180240797,0
473891,27,5,0.838175618,1
473891,28,5,0.838175618,1
475133,1,6,0.74132042,1
475133,2,2,0.55404249,0.5
475133,3,5,0.74132042,1
475133,4,6,0.806967676,1
475133,5,1,0.20483202,0
475133,6,6,0.833201901,1
475133,7,3,0.420328668,0.666666666666666
475133,8,6,0.244682511,0.333333333333333
475133,9,5,0.890583578,1
475133,10,3,0.208754128,0
475133,11,5,0.636755475,0.666666666666666
475133,14,6,0.843852397,1
475133,15,3,0.416612636,0.25
475133,16,6,0.50632563,1
475133,17,5,0.420780092,1
475133,18,2,0.351854923,0
475133,19,6,0.208754128,0
475133,20,6,0.50632563,1
475133,21,3,0.310416143,0.5
475133,22,7,0.966903189,1
475133,23,7,0.441081991,0.666666666666666
475133,24,3,0.287708962,0.5
475133,25,2,0.356600136,0
475133,26,5,0.284066873,0.5
475133,27,3,0.160003075,0
475133,28,3,0.205780775,0
475133,29,3,0.28406173,0.333333333333333
475133,30,3,0.297754864,0
475133,31,3,0.356600136,0
475133,32,3,0.442490142,0.666666666666666
475133,33,2,0.111217129,0
475133,34,1,0.162206582,0.333333333333333
475133,35,2,0.095921271,0
475133,1,5,0.24198109,0.333333333333333
475133,2,5,0.746342886,0.666666666666666
475133,3,5,0.819608091,1
475133,4,3,0.28082115,0
475133,5,5,0.445862152,1
475133,6,5,0.274713314,0.5
475133,7,3,0.407689913,0.666666666666666
475133,36,2,0.131179723,0
475133,37,3,0.261792285,0
475133,38,3,0.267463786,0
475133,39,3,0.130312677,0.25
475133,41,4,0.261792285,0
475133,42,4,0.743424296,0.5
475133,43,5,0.823170091,0.666666666666666
475133,44,5,0.841834571,1
475133,45,5,0.914195811,1
475133,47,5,0.488077826,0.5
475133,48,3,0.18793745,0
475133,49,3,0.825082164,1
475133,50,3,0.183520244,0
475133,51,5,0.104523976,0.25
475133,52,4,0.104523976,0.25
475133,53,5,0.435887061,0.5
475133,55,3,0.295626163,0
475133,56,3,0.308696932,0
475133,57,3,0.159864226,0
475133,58,3,0.156719061,0
475133,59,5,0.70675108,0.666666666666666
475133,60,3,0.356600136,0
475133,61,5,0.936800229,1
475133,62,3,0.303583906,0.333333333333333
475133,63,5,0.638779872,1
475133,64,3,0.311879117,0.666666666666666
475133,66,3,0.466144428,0.75
475133,67,5,0.335617375,0.8
475133,68,3,0.27072546,0
475133,69,5,0.628620565,1
475133,70,4,0.841834571,1
475133,8,3,0.103240876,0.5
475133,9,3,0.127476669,0
475133,10,3,0.356600136,0
475133,11,5,0.131464985,0
475133,12,5,0.911592394,1
475133,13,5,0.849449524,1
475133,14,3,0.243018246,0
475133,71,5,0.819826697,1
475133,72,5,0.851210027,1
475133,73,5,0.791005149,1
475133,74,5,0.860868058,0.666666666666666
475133,75,5,0.377150667,0.333333333333333
475133,76,5,0.812776876,1
475133,77,3,0.776808976,0.666666666666666
475133,78,5,0.887261224,1
475133,79,5,0.826683422,0.6
475133,80,5,0.270784583,0.25
475133,81,3,0.257746636,0.25
475133,82,6,0.807599641,1
475133,83,3,0.28082115,0
475133,84,3,0.15704793,0
475133,85,3,0.22489499,0.25
475133,86,5,0.911333189,1
475133,87,5,0.407142489,0.333333333333333
475133,88,4,0.821398528,1
475133,89,5,0.314319619,0.5
475133,90,6,0.841834571,1
475133,91,5,0.898356509,1
475133,92,4,0.559537916,0.333333333333333
475133,93,6,0.90346232,1
475133,94,5,0.369047742,1
475133,95,3,0.099662151,0.4
475133,96,6,0.289829209,0.833333333333333
475133,97,6,0.113055733,0.5
475133,98,4,0.388182943,0.333333333333333
475133,99,4,0.858082094,1
475133,100,4,0.33742761,0.285714285714285
475133,101,6,0.854825668,0.666666666666666
475133,102,5,0.592575013,0.666666666666666
475133,103,4,0.244370008,0.333333333333333
475133,104,6,0.904146294,1
475133,105,4,0.30354992,0
475133,15,5,0.399397745,0.333333333333333
475133,16,3,0.242147667,0
475133,17,5,0.310688962,0.5
475133,18,5,0.881649514,0.75
475133,19,5,0.282327217,0.25
475133,21,5,0.399397745,0.333333333333333
475133,106,5,0.291438713,0.4
475133,107,5,0.301638888,0.375
475133,108,5,0.456499441,0.75
475133,109,5,0.478173548,0.8
475133,110,4,0.356600136,0
475133,111,4,0.316711599,0.5
475133,112,5,0.328505485,0.428571428571428
475133,113,5,0.305855751,0
475133,114,6,0.377150667,0.333333333333333
475133,115,4,0.306962035,0
475133,116,4,0.305937047,0
475133,117,6,0.513354207,0.833333333333333
475133,118,5,0.247682804,0
475133,119,5,0.237472981,0
475133,120,4,0.117188254,0
475133,121,4,0.286707611,0
475133,122,4,0.336095555,0
475133,123,4,0.587511738,1
475133,124,3,0.337311065,0.333333333333333
475133,125,3,0.191065749,0
475133,126,4,0.201043085,0.25
475133,127,5,0.359675132,0.5
475133,128,4,0.342347655,0.666666666666666
475133,129,5,0.32654822,0.333333333333333
475133,130,5,0.298909075,0
475133,132,5,0.159864226,0
475133,133,4,0.205863813,0
475133,134,5,0.487136245,0.857142857142857
475133,135,3,0.226247914,0
475133,136,4,0.32681756,0.6
475133,137,3,0.352415716,0.5
475133,138,4,0.152607132,0
475133,139,6,0.328994951,0
475133,140,5,0.271766965,0.25
475133,22,5,0.500333954,0.25
475133,23,4,0.381647952,0.5
475133,24,4,0.229043806,0.333333333333333
475133,25,4,0.858082094,1
475133,26,3,0.203481867,0
475133,27,5,0.309268331,0
475133,28,3,0.320272625,0.4
478154,1,3,0.191973081,0.333333333333333
478154,2,2,0.076852932,0
478154,3,6,0.964319978,0.75
478154,4,7,0.914884522,1
478154,5,7,0.941931121,0.75
478154,6,7,0.928696707,1
478154,7,7,0.962618329,1
478154,8,6,0.945446173,0.666666666666666
478154,9,7,0.954309009,1
478154,10,7,0.956202011,1
478154,11,7,0.928308929,1
478154,12,7,0.952529586,1
478154,13,7,0.923702894,1
478154,14,7,0.920353434,1
478154,15,6,0.941967168,1
478154,16,5,0.869908807,1
478154,17,5,0.962070169,1
478154,18,5,0.923702894,1
478154,19,5,0.865313564,1
478154,20,6,0.966903189,1
478154,21,5,0.880810378,0.8
478154,22,7,0.296478816,0
478154,23,6,0.251151429,0.5
478154,24,6,0.941506131,1
478154,25,4,0.792147669,1
478154,26,3,0.303733448,0.5
478154,27,5,0.610718846,0.666666666666666
478154,28,6,0.871328238,0.4
478154,29,5,0.88946864,1
478154,30,6,0.883154808,1
478154,31,6,0.925662664,1
478154,32,6,0.849468301,0.75
478154,33,5,0.881108566,0.428571428571428
478154,34,6,0.847149012,0.428571428571428
478154,35,6,0.921715845,1
478154,1,3,0.257155877,0
478154,2,7,0.850421049,0.75
478154,3,7,0.904411934,1
478154,4,6,0.941345022,0.666666666666666
478154,5,5,0.916938854,0.4
478154,6,5,0.912691244,1
478154,7,7,0.893131742,0.75
478154,36,3,0.131098325,0
478154,37,5,0.188816562,0
478154,38,3,0.193611627,0
478154,39,3,0.202376579,0
478154,40,5,0.109910852,0
478154,41,3,0.140501322,0
478154,42,1,0.671543432,0.5
478154,43,5,0.294138393,0
478154,44,5,0.442275863,0.5
478154,45,5,0.125788123,0
478154,46,3,0.249623015,0.2
478154,47,3,0.226307147,0.25
478154,48,5,0.798888363,0.333333333333333
478154,49,3,0.228507275,0
478154,50,2,0.173081188,0
478154,51,3,0.85905395,0.75
478154,52,4,0.938043655,1
478154,53,3,0.582855017,0.6
478154,54,3,0.230780678,0.25
478154,55,4,0.684582558,0.666666666666666
478154,56,5,0.809730919,0.6
478154,57,3,0.81531553,0.5
478154,58,4,0.919882826,1
478154,59,5,0.790823415,0.75
478154,60,5,0.857566956,1
478154,61,5,0.961963184,0.666666666666666
478154,62,5,0.950244954,1
478154,63,5,0.857777786,0.166666666666666
478154,64,5,0.941836723,0.5
478154,65,5,0.710492742,1
478154,66,5,0.83601454,0.5
478154,67,5,0.949485481,1
478154,68,6,0.911130562,0.666666666666666
478154,69,5,0.918451602,1
478154,70,5,0.939178761,1
478154,8,5,0.920355769,0.5
478154,9,2,0.115226273,0.333333333333333
478154,10,3,0.160508586,0.333333333333333
478154,11,5,0.818594378,0.666666666666666
478154,12,5,0.903433927,1
478154,13,5,0.888326558,0.666666666666666
478154,14,5,0.945455286,1
478154,71,5,0.77960549,0.666666666666666
478154,72,7,0.914323991,0.75
478154,73,7,0.938640475,0.8
478154,74,6,0.844984454,1
478154,75,7,0.820364552,0.666666666666666
478154,76,7,0.889841732,0.6
478154,77,6,0.958991294,0.333333333333333
478154,78,7,0.93118722,0.5
478154,79,5,0.605957189,0.666666666666666
478154,80,5,0.887461961,0.5
478154,81,7,0.961342379,1
478154,82,6,0.964117079,1
478154,83,6,0.925585487,1
478154,84,6,0.348369502,0.666666666666666
478154,85,7,0.284702684,0.5
478154,86,6,0.905095335,1
478154,87,6,0.950369209,1
478154,88,6,0.88440351,1
478154,89,5,0.761517811,0.333333333333333
478154,90,5,0.920714293,1
478154,91,6,0.950369209,1
478154,92,5,0.936551095,0.666666666666666
478154,93,5,0.954205802,1
478154,94,6,0.922891604,1
478154,95,3,0.950369209,1
478154,96,6,0.918432151,0.666666666666666
478154,97,3,0.894895742,1
478154,98,5,0.964964218,0.666666666666666
478154,99,6,0.938960095,0.5
478154,100,5,0.971146156,0.5
478154,101,3,0.953225362,0.666666666666666
478154,102,3,0.286909214,0
478154,103,5,0.954673423,1
478154,104,3,0.515128048,0.5
478154,105,6,0.897641523,0.666666666666666
478154,15,5,0.920869039,0.666666666666666
478154,16,7,0.910972329,0.5
478154,17,2,0.942580761,0.666666666666666
478154,18,6,0.906461239,0.666666666666666
478154,19,5,0.911697486,1
478154,20,6,0.872032136,1
478154,21,6,0.934094187,1
478154,106,3,0.516349893,0.5
478154,107,3,0.920537246,0.4
478154,108,5,0.213506262,0.333333333333333
478154,109,2,0.276496121,0
478154,110,6,0.857192071,1
478154,111,5,0.948932476,1
478154,112,5,0.276640647,0
478154,113,3,0.712095047,0.666666666666666
478154,114,3,0.104118524,0
478154,115,5,0.890451025,1
478154,116,5,0.955189207,0.666666666666666
478154,117,6,0.952050013,0.5
478154,118,5,0.93025008,1
478154,119,6,0.936030219,0.5
478154,120,6,0.948932476,1
478154,121,6,0.935177035,1
478154,122,3,0.521867846,0.5
478154,123,5,0.881466279,0.5
478154,124,6,0.950573707,1
478154,126,6,0.915133066,1
478154,127,6,0.943249783,1
478154,128,5,0.950369209,1
478154,129,2,0.895844686,0.666666666666666
478154,130,6,0.945516033,0.666666666666666
478154,131,6,0.948932476,1
478154,132,7,0.942731413,1
478154,133,3,0.948932476,1
478154,134,2,0.92606508,0.666666666666666
478154,135,3,0.957786673,0.75
478154,136,3,0.784409171,0.333333333333333
478154,137,7,0.628414261,0.5
478154,138,3,0.248663573,0
478154,139,6,0.933161338,1
478154,140,6,0.866849723,0.666666666666666
478154,22,6,0.844552736,1
478154,23,5,0.886916454,1
478154,24,5,0.775489364,0.25
478154,25,6,0.950369209,1
478154,26,5,0.950369209,1
478154,27,6,0.950369209,1
478154,28,6,0.217473464,0
480145,1,7,0.885974022,0.666666666666666
480145,2,6,0.900474569,1
480145,4,7,0.767512119,0
480145,5,6,0.660456165,0.5
480145,6,6,0.255899196,0
480145,7,6,0.475128597,0.333333333333333
480145,8,6,0.514054463,0.5
480145,9,6,0.80459612,0.4
480145,10,7,0.842387052,0.5
480145,11,6,0.874154793,1
480145,12,5,0.204532713,0
480145,13,6,0.858033753,0.333333333333333
480145,14,6,0.788727261,0.5
480145,15,6,0.776017627,0.666666666666666
480145,16,6,0.881800058,0.75
480145,18,6,0.830617138,0.5
480145,19,6,0.72856825,0.4
480145,20,6,0.192716926,0
480145,21,3,0.256384422,0
480145,22,6,0.491041522,0.666666666666666
480145,23,6,0.86568562,1
480145,24,6,0.950392121,1
480145,27,6,0.897719315,1
480145,28,6,0.857488891,0.75
480145,29,4,0.233077852,0.2
480145,30,4,0.235954255,0.166666666666666
480145,31,5,0.809933249,0.666666666666666
480145,32,6,0.763667889,1
480145,33,6,0.919300851,0.75
480145,34,4,0.931876064,0.8
480145,35,6,0.829632264,0.666666666666666
480145,1,6,0.58659393,0.5
480145,2,4,0.30953814,0
480145,3,5,0.68249272,0.666666666666666
480145,4,5,0.258246725,0
480145,6,3,0.261828114,0
480145,36,6,0.877831363,1
480145,37,6,0.924530147,1
480145,38,6,0.910749261,1
480145,39,6,0.681390243,0.75
480145,40,6,0.836078588,0.4
480145,43,6,0.944172754,0.8
480145,45,6,0.928939977,1
480145,49,3,0.281234119,0.166666666666666
480145,50,6,0.865735614,0.8
480145,51,3,0.794010124,0
480145,52,6,0.671660492,0.666666666666666
480145,53,6,0.841931527,0.666666666666666
480145,54,6,0.682995564,1
480145,56,3,0.617318699,0.25
480145,57,6,0.917280964,0.666666666666666
480145,58,6,0.687970369,0.333333333333333
480145,59,6,0.91969964,0.666666666666666
480145,60,6,0.805977822,0.75
480145,61,7,0.819306598,0.6
480145,64,6,0.282362397,0
480145,65,4,0.915916481,0.75
480145,66,6,0.959066588,1
480145,67,5,0.739651179,0.333333333333333
480145,68,6,0.923111596,0.75
480145,70,6,0.87775471,1
480145,8,6,0.754299301,0.666666666666666
480145,9,6,0.938566908,1
480145,11,4,0.508071163,0.666666666666666
480145,12,6,0.849230923,0.333333333333333
480145,14,6,0.927107426,1
480145,72,6,0.950727028,0.75
480145,73,6,0.821621105,0.714285714285714
480145,74,6,0.945870657,1
480145,75,6,0.866513645,1
480145,76,6,0.888744955,1
480145,77,6,0.864657994,0.666666666666666
480145,78,6,0.941912209,1
480145,79,6,0.921781963,1
480145,80,6,0.941912209,1
480145,81,7,0.913406833,0.5
480145,82,6,0.165895307,0
480145,83,7,0.875798693,1
480145,84,6,0.862781549,0.75
480145,85,6,0.791882826,0.666666666666666
480145,86,6,0.268243652,0.5
480145,87,6,0.250455374,0.666666666666666
480145,88,5,0.725539241,0.4
480145,89,4,0.722205724,0.5
480145,90,3,0.76224466,0.666666666666666
480145,93,2,0.33468877,0.25
480145,94,3,0.151288783,0
480145,95,3,0.336049527,0.333333333333333
480145,96,6,0.936514239,1
480145,99,4,0.220689639,0.333333333333333
480145,100,4,0.510981154,0.5
480145,101,7,0.913849897,1
480145,103,7,0.835494985,0.5
480145,15,6,0.945126461,1
480145,16,6,0.940757897,1
480145,17,3,0.285466692,0
480145,18,3,0.259613134,0.333333333333333
480145,20,6,0.650751736,1
480145,107,6,0.879965896,0.75
480145,108,6,0.921261761,1
480145,109,5,0.883444154,0.75
480145,112,7,0.963919699,1
480145,115,6,0.937161305,0.666666666666666
480145,116,6,0.87950212,0.75
480145,117,6,0.960125508,1
480145,122,6,0.94490379,1
480145,123,6,0.839588619,0.666666666666666
480145,125,7,0.870972551,1
480145,126,5,0.79161547,1
480145,127,5,0.92258404,0.4
480145,128,6,0.879764529,1
480145,129,6,0.887740876,1
480145,130,7,0.876642498,0.75
480145,131,6,0.454374352,0.333333333333333
480145,132,6,0.8975874,0.8
480145,133,6,0.922249641,1
480145,134,6,0.962592375,1
480145,135,6,0.942540431,0.666666666666666
480145,136,6,0.342628256,0.4
480145,137,4,0.291639928,0
480145,138,6,0.261866313,0.25
480145,139,6,0.887272597,0.666666666666666
480145,140,7,0.804682501,0.5
480145,22,5,0.865099724,1
480145,23,6,0.936195478,1
480145,25,7,0.937930201,0.666666666666666
480145,27,6,0.909058694,1
480145,28,6,0.201336286,0.2
484939,1,7,0.544948694,0.428571428571428
484939,2,5,0.795207608,0.666666666666666
484939,3,5,0.472940859,0.333333333333333
484939,4,6,0.886616046,1
484939,5,7,0.547550906,0.5
484939,6,6,0.794903489,0.5
484939,7,6,0.597374641,1
484939,8,5,0.332848268,0.166666666666666
484939,9,7,0.891221824,1
484939,10,7,0.923727285,1
484939,11,7,0.932386829,1
484939,12,6,0.815264189,0.75
484939,13,5,0.818016325,0.666666666666666
484939,14,7,0.91677863,1
484939,15,5,0.881800403,0.666666666666666
484939,16,5,0.494682942,0.333333333333333
484939,17,4,0.776475695,1
484939,18,5,0.949315882,1
484939,19,7,0.916975107,0.5
484939,20,4,0.944977103,0.75
484939,21,6,0.526957296,0.4
484939,22,4,0.449299639,0.428571428571428
484939,23,7,0.878122138,0.833333333333333
484939,24,2,0.205264996,0
484939,25,4,0.749978149,1
484939,26,5,0.444542486,0.4
484939,27,4,0.351892449,0.5
484939,28,5,0.797298967,0.8
484939,29,4,0.88961471,0.333333333333333
484939,30,5,0.884239204,1
484939,31,6,0.935329388,0.75
484939,32,5,0.85366795,1
484939,33,5,0.956292605,0.666666666666666
484939,34,3,0.560485518,0.75
484939,35,4,0.870580331,1
484939,1,7,0.837133052,0.363636363636363
484939,2,7,0.928315454,1
484939,3,7,0.925513502,1
484939,4,5,0.93366451,0.75
484939,5,4,0.657069278,0.5
484939,6,4,0.887049061,0.666666666666666
484939,7,3,0.250688613,0.2
484939,36,7,0.903991021,0.666666666666666
484939,37,4,0.808806731,1
484939,39,3,0.222277756,0.166666666666666
484939,40,7,0.729571343,0.666666666666666
484939,41,5,0.899508225,0.8
484939,42,7,0.90274479,1
484939,43,6,0.876965423,1
484939,44,5,0.845593377,0.428571428571428
484939,45,5,0.883123284,0.333333333333333
484939,46,4,0.626135755,0.625
484939,47,4,0.588257493,0.285714285714285
484939,48,5,0.903505381,0.5
484939,49,5,0.707475168,0.333333333333333
484939,50,5,0.932006825,0.571428571428571
484939,51,2,0.214905209,0.25
484939,52,4,0.534673769,0.428571428571428
484939,53,5,0.869678779,0.5
484939,54,5,0.85366795,1
484939,55,5,0.85366795,1
484939,56,6,0.917792794,0.75
484939,57,5,0.61653178,0.428571428571428
484939,58,7,0.400196566,0.5
484939,59,5,0.85366795,1
484939,60,7,0.930628239,1
484939,61,3,0.289047127,0.285714285714285
484939,62,4,0.295177454,0.333333333333333
484939,63,3,0.424023872,0.125
484939,64,4,0.89352697,0.75
484939,66,6,0.931704962,1
484939,67,5,0.36194162,0.4
484939,68,7,0.883087728,0.555555555555555
484939,69,7,0.897641433,0.75
484939,70,7,0.940589203,1
484939,8,5,0.914866934,0.8
484939,9,5,0.368502142,0.5
484939,10,5,0.81756457,0.416666666666666
484939,11,4,0.349390254,0.5
484939,12,4,0.22718306,0.285714285714285
484939,13,3,0.344411386,0
484939,14,5,0.7934958,0.333333333333333
484939,72,6,0.919676318,0.5
484939,73,5,0.876040713,0.625
484939,74,4,0.331832713,0.2
484939,75,5,0.320975061,0.5
484939,76,6,0.955368165,0.666666666666666
484939,78,5,0.295177454,0.333333333333333
484939,79,5,0.932079155,0.5
484939,80,7,0.830012188,0.833333333333333
484939,81,4,0.597965642,0.666666666666666
484939,82,7,0.937695592,0.4
484939,83,6,0.942680763,1
484939,84,4,0.568659378,0.25
484939,85,4,0.390340031,0.375
484939,86,5,0.865996705,0.333333333333333
484939,87,4,0.243144822,0.125
484939,88,6,0.940401368,0.5
484939,89,6,0.933429885,1
484939,90,5,0.591197394,0.166666666666666
484939,91,5,0.394851743,0.428571428571428
484939,92,5,0.409856812,0.571428571428571
484939,93,6,0.494086159,0.5
484939,94,5,0.612385154,0.5
484939,95,5,0.89101765,0.666666666666666
484939,96,3,0.564110571,0.5
484939,97,5,0.917790739,0.666666666666666
484939,98,6,0.95474854,0.571428571428571
484939,99,6,0.93684494,1
484939,100,5,0.531041308,0.5
484939,101,4,0.665377143,0.5
484939,102,5,0.548687193,0.166666666666666
484939,103,6,0.915242859,0.666666666666666
484939,104,6,0.917085863,0.25
484939,105,5,0.748491175,0.666666666666666
484939,15,5,0.453307065,0.333333333333333
484939,16,4,0.377327835,0
484939,17,6,0.693191664,0.5
484939,19,5,0.474027893,0.75
484939,20,4,0.657500864,0.333333333333333
484939,21,4,0.532481471,0.333333333333333
484939,106,7,0.778781479,0.166666666666666
484939,107,7,0.914087147,0.666666666666666
484939,108,6,0.940589203,1
484939,109,6,0.931496054,0.8
484939,110,6,0.929046063,0.6
484939,111,7,0.958924787,0.5
484939,112,7,0.949240769,0.75
484939,113,6,0.942478948,0.75
484939,114,7,0.935648555,0.5
484939,115,6,0.948131965,0.75
484939,116,7,0.93833971,0.666666666666666
484939,117,6,0.952365751,0.666666666666666
484939,118,7,0.936754409,0.5
484939,119,6,0.955502745,0.25
484939,120,5,0.831421508,0.2
484939,121,5,0.135522608,0.5
484939,122,5,0.364634143,0.333333333333333
484939,124,5,0.202340583,0.666666666666666
484939,125,5,0.598703992,0.25
484939,126,5,0.629398416,0.25
484939,127,5,0.304102078,0
484939,128,4,0.264068384,0
484939,129,4,0.264741612,0.4
484939,130,5,0.805053784,0.428571428571428
484939,131,6,0.822868933,0.285714285714285
484939,133,7,0.940401368,0.5
484939,134,7,0.857220707,0.428571428571428
484939,136,3,0.507296916,0
484939,137,6,0.904434593,0.333333333333333
484939,138,6,0.291528161,0.2
484939,139,6,0.659378684,0.833333333333333
484939,140,4,0.809854112,0.5
484939,22,5,0.933379642,0.5
484939,23,7,0.943667905,0.75
484939,24,7,0.963155241,0.333333333333333
484939,25,6,0.195514672,0.333333333333333
484939,26,6,0.266962258,0.75
484939,27,5,0.336428621,0
484939,28,3,0.161930456,0.125
496700,1,2,0.283597155,0.166666666666666
496700,2,3,0.369864067,0.333333333333333
496700,3,3,0.431224015,0
496700,4,4,0.942679008,1
496700,5,4,0.743586964,1
496700,6,4,0.407467658,0
496700,7,4,0.377327835,0
496700,10,5,0.375512469,0.333333333333333
496700,11,3,0.696043282,0
496700,12,5,0.735685784,1
496700,13,5,0.962498126,1
496700,14,6,0.966903189,1
496700,15,6,0.966903189,1
496700,17,4,0.377327835,0
496700,18,5,0.255877451,0.5
496700,19,1,0.102504784,0
496700,20,2,0.093452975,0
496700,21,3,0.095921271,0
496700,22,4,0.233394523,0
496700,23,3,0.434317098,0.333333333333333
496700,24,4,0.251671133,0.5
496700,25,4,0.966903189,1
496700,26,4,0.325087567,0
496700,27,5,0.472937209,0
496700,28,5,0.245481853,0
496700,29,6,0.91697497,1
496700,31,5,0.317334813,0
496700,32,3,0.377327835,0
496700,33,5,0.242517228,0
496700,34,6,0.966903189,1
496700,35,5,0.9568719,1
496700,1,4,0.30953814,0
496700,3,4,0.30953814,0
496700,5,4,0.103678979,0
496700,7,4,0.492511057,0.5
496700,37,5,0.30953814,0
496700,38,5,0.870071468,0.5
496700,39,5,0.946360841,0.5
496700,40,4,0.866692741,0
496700,43,5,0.966903189,1
496700,44,6,0.897766275,1
496700,45,5,0.905117476,1
496700,49,5,0.961082782,0.5
496700,51,2,0.308697737,0
496700,54,6,0.912935843,0.5
496700,55,6,0.583460381,0.5
496700,56,4,0.316461669,0
496700,57,4,0.185237738,0
496700,58,4,0.300631818,0
496700,59,5,0.773723895,1
496700,60,5,0.860666037,1
496700,62,5,0.25387319,0
496700,63,5,0.198027964,0
496700,64,5,0.25481538,0
496700,65,6,0.883134325,1
496700,66,3,0.377327835,0
496700,67,4,0.143785734,0
496700,68,4,0.377327835,0
496700,69,6,0.901504602,1
496700,9,7,0.377327835,0
496700,10,4,0.377327835,0
496700,11,5,0.25387319,0
496700,12,5,0.377327835,0
496700,13,5,0.254724745,0
496700,71,5,0.492075828,0.666666666666666
496700,72,4,0.137004489,0
496700,73,4,0.300631818,0
496700,74,3,0.173081188,0
496700,75,6,0.671952745,1
496700,76,5,0.079276645,0
496700,77,5,0.831756534,1
496700,78,5,0.272109547,0.333333333333333
496700,79,5,0.173081188,0
496700,80,6,0.173081188,0
496700,81,4,0.25387319,0
496700,82,4,0.200936812,0
496700,84,5,0.966903189,1
496700,86,3,0.094678145,0
496700,87,4,0.772004961,0.5
496700,89,5,0.466285473,0
496700,90,4,0.863968508,1
496700,93,5,0.377327835,0
496700,94,5,0.353093667,0.5
496700,95,4,0.721443907,0
496700,97,4,0.466285473,0
496700,98,3,0.200316216,0
496700,99,6,0.735685784,1
496700,100,5,0.61182654,1
496700,101,4,0.966903189,1
496700,103,5,0.966903189,1
496700,104,4,0.123329647,0
496700,105,4,0.377327835,0
496700,15,5,0.30953814,0
496700,16,3,0.306246602,0
496700,18,3,0.331514044,0
496700,19,3,0.346661391,0
496700,20,4,0.377327835,0
496700,21,5,0.466285473,0
496700,106,3,0.377327835,0
496700,108,5,0.377327835,0
496700,109,6,0.394252233,0
496700,112,5,0.606276749,1
496700,113,6,0.966903189,1
496700,114,5,0.871788056,1
496700,115,6,0.966903189,1
496700,116,2,0.803988253,1
496700,119,5,0.87296166,1
496700,120,6,0.095921271,0
496700,124,5,0.174119219,0
496700,125,6,0.123790363,0
496700,127,2,0.25387319,0
496700,128,4,0.377327835,0
496700,129,4,0.321865975,0
496700,130,6,0.735685784,1
496700,132,2,0.377327835,0
496700,134,6,0.61182654,1
496700,135,6,0.966903189,1
496700,136,5,0.966903189,1
496700,137,6,0.966903189,1
496700,138,5,0.735685784,1
496700,140,6,0.516385774,1
496700,23,4,0.123329647,0
496700,26,3,0.25387319,0
496700,28,5,0.317334813,0
500361,1,6,0.838175618,1
500361,2,6,0.8730781,1
500361,3,6,0.168450281,0
500361,4,4,0.283386954,0
500361,5,5,0.293900671,0
500361,6,3,0.21546004,0
500361,7,5,0.323002214,0
500361,8,5,0.888365416,1
500361,9,6,0.952292444,0.5
500361,10,4,0.286157793,0
500361,11,6,0.696018619,0.5
500361,12,6,0.966903189,1
500361,13,6,0.867519604,1
500361,14,5,0.190457693,0
500361,15,5,0.836267098,0.6
500361,16,4,0.210758188,0
500361,17,4,0.913849443,1
500361,19,6,0.92405813,1
500361,20,6,0.774796064,0.285714285714285
500361,21,3,0.105192736,0
500361,22,3,0.123462935,0
500361,23,5,0.595017698,0.2
500361,24,4,0.207309089,0
500361,27,6,0.926218223,0.666666666666666
500361,28,6,0.860792861,1
500361,29,6,0.424559796,0
500361,30,5,0.945605811,0.5
500361,31,6,0.938349159,1
500361,33,6,0.847241113,1
500361,34,4,0.278148568,0
500361,35,5,0.296478816,0
500361,1,6,0.908115081,0.666666666666666
500361,3,6,0.871751759,1
500361,6,5,0.906922231,0.5
500361,7,5,0.789057291,0.666666666666666
500361,37,6,0.895218283,0.333333333333333
500361,39,5,0.927701417,0.6
500361,41,6,0.702410724,0.5
500361,44,5,0.255374242,0
500361,45,4,0.250754355,0
500361,46,6,0.628399502,0.333333333333333
500361,47,5,0.144943381,0
500361,48,5,0.256480882,0
500361,49,4,0.371229976,0.25
500361,50,5,0.643398532,0.25
500361,51,6,0.922436191,0.6
500361,52,6,0.946079454,1
500361,53,5,0.932484657,0.5
500361,54,4,0.320647945,0.25
500361,55,4,0.213424722,0
500361,56,6,0.912547421,0.75
