PPID,Day,Reported,Estimated,PropPos
13,14,27,0.966903189,1
13,14,14,0.822659663,1
13,14,5,0.33133683,0.5
13,14,19,0.838175618,1
13,14,-28,0.087967918,0
14,1,0,0.844717825,1
14,1,4,0.768657824,1
14,1,14,0.844717825,1
14,1,19,0.966903189,1
14,1,0,0.966903189,1
14,1,1,0.877860753,1
14,1,21,0.768657824,1
14,1,-6,0.768657824,1
14,1,-2,0.768657824,1
14,1,-3,0.768657824,1
14,1,11,0.780024989,1
14,1,-21,0.140615185,0
14,1,-2,0.768657824,1
14,1,-15,0.205524164,0
14,1,-3,0.200936812,0
14,1,0,0.200936812,0
14,1,13,0.844717825,1
14,1,-4,0.844717825,1
14,1,14,0.844717825,1
14,1,2,0.966903189,1
14,1,-3,0.932313082,1
14,1,16,0.966903189,1
14,1,21,0.91440677,1
14,1,27,0.877860753,1
14,1,2,0.877860753,1
14,1,-17,0.629451434,0.5
14,2,25,0.966903189,1
14,2,27,0.877860753,1
14,2,28,0.877860753,1
14,2,34,0.629451434,1
14,2,37,0.91440677,1
14,3,20,0.844717825,1
14,3,42,0.91440677,1
14,3,26,0.91440677,1
14,3,35,0.607413753,1
14,3,17,0.607413753,1
14,3,36,0.966903189,1
14,3,-34,0.173081188,0
14,3,19,0.844717825,1
14,3,-27,0.123790363,0
14,4,31,0.607413753,1
14,4,18,0.844717825,1
14,4,25,0.768657824,1
14,4,20,0.844717825,1
14,4,-28,0.173081188,0
14,4,-24,0.173081188,0
14,4,-37,0.173081188,0
14,4,50,0.966903189,1
14,4,50,0.966903189,1
14,5,-24,0.25387319,0
14,5,40,0.892424806,1
14,5,31,0.864448515,1
14,5,20,0.864448515,1
14,5,42,0.607413753,1
14,6,33,0.966903189,1
14,6,20,0.607413753,1
14,6,10,0.607413753,1
14,6,16,0.607413753,1
14,6,20,0.607413753,1
14,6,18,0.607413753,1
14,6,38,0.607413753,1
14,6,36,0.966903189,1
14,7,32,0.966903189,1
14,7,19,0.966903189,1
14,7,22,0.844717825,1
14,7,24,0.844717825,1
14,7,34,0.966903189,1
14,7,31,0.966903189,1
14,7,30,0.966903189,1
14,7,36,0.966903189,1
14,7,26,0.966903189,1
14,7,23,0.966903189,1
14,8,36,0.966903189,1
14,8,23,0.966903189,1
14,8,23,0.607413753,1
14,8,21,0.607413753,1
14,8,26,0.607413753,1
14,8,19,0.607413753,1
14,8,22,0.966903189,1
14,8,21,0.966903189,1
14,8,24,0.173081188,0
14,8,26,0.966903189,1
14,9,24,0.966903189,1
14,9,20,0.966903189,1
14,9,18,0.966903189,1
14,9,28,0.607413753,1
14,9,19,0.966903189,1
14,9,23,0.966903189,1
14,9,25,0.389729397,0
14,9,21,0.607413753,1
14,9,20,0.607413753,1
14,10,24,0.844717825,1
14,10,21,0.966903189,1
14,10,23,0.966903189,1
14,10,14,0.844717825,1
14,11,18,0.966903189,1
14,11,19,0.966903189,1
14,11,5,0.966903189,1
14,11,22,0.877860753,1
14,11,16,0.844717825,1
14,11,20,0.966903189,1
14,13,19,0.966903189,1
14,13,25,0.966903189,1
14,13,20,0.966903189,1
14,13,22,0.966903189,1
14,13,17,0.966903189,1
14,13,17,0.844717825,1
14,13,50,0.966903189,1
14,13,23,0.966903189,1
14,13,13,0.844717825,1
14,14,4,0.607413753,1
14,14,20,0.844717825,1
14,14,16,0.966903189,1
14,14,11,0.844717825,1
14,14,23,0.844717825,1
14,14,25,0.966903189,1
14,15,23,0.966903189,1
14,15,14,0.966903189,1
14,15,22,0.966903189,1
14,15,20,0.966903189,1
15,1,-9,0.580701005,1
15,1,18,0.966903189,1
15,1,24,0.838175618,1
15,1,-28,0.1311502,0
15,1,-9,0.753215506,0.5
15,1,28,0.867519604,1
15,1,6,0.140615185,0
15,1,-47,0.092966749,0
15,1,9,0.939720009,1
15,2,-6,0.26035578,0
15,2,16,0.939720009,1
15,2,16,0.690014047,0.333333333
15,2,16,0.900004295,1
15,2,1,0.170549917,0.5
15,2,34,0.966903189,1
15,2,-25,0.489346139,0.5
15,2,-30,0.102166178,0
15,3,0,0.506940633,0.5
15,3,8,0.853717421,0.666666667
15,3,2,0.822659663,1
15,3,-15,0.191630228,0
15,3,16,0.922218274,0.5
15,3,-3,0.200936812,0
15,3,17,0.877860753,1
15,4,-14,0.234732638,0
15,4,8,0.423752176,0.333333333
15,4,11,0.500817373,0.666666667
15,4,5,0.50157052,1
15,4,1,0.178142488,0
15,4,1,0.25387319,0
15,4,0,0.851648616,1
15,6,13,0.877348305,1
15,6,20,0.769982612,1
15,6,21,0.85681367,1
15,6,21,0.846665634,1
15,6,-19,0.114371077,0
15,6,24,0.934707724,1
15,7,9,0.586148815,0.5
15,7,12,0.586148815,0.5
15,7,17,0.916025675,1
15,7,13,0.933055847,1
15,7,19,0.518283405,0.5
15,7,6,0.224771125,0
15,8,-1,0.26035578,0
15,8,-18,0.147126782,0
15,8,18,0.884395252,1
15,8,18,0.732365586,1
15,8,18,0.884620391,1
15,8,0,0.845371173,1
15,8,-22,0.187066184,0
15,8,20,0.934707724,1
15,9,23,0.916025675,1
15,9,18,0.599260461,0.5
15,9,25,0.966903189,1
15,9,8,0.657406624,1
15,9,-5,0.25387319,0
15,9,25,0.966903189,1
15,10,-16,0.23437063,0
15,10,50,0.934707724,1
15,10,11,0.838175618,1
15,10,20,0.966903189,1
15,10,17,0.934707724,1
15,10,15,0.607413753,1
15,10,19,0.543173246,0.5
15,11,14,0.580110466,0.5
15,11,20,0.966903189,1
15,11,15,0.219431982,0
15,11,-15,0.17961198,0
15,11,25,0.534068903,0.666666667
15,11,17,0.966903189,1
15,11,20,0.86824287,1
15,12,18,0.361057041,0.5
15,12,16,0.966903189,1
15,12,22,0.966903189,1
15,12,-2,0.25387319,0
15,12,12,0.436563873,0.5
15,12,21,0.904608108,0.666666667
15,13,27,0.829384961,1
15,13,25,0.25387319,0
15,13,37,0.852752907,1
15,13,24,0.916025675,1
15,14,-1,0.50157052,1
15,14,19,0.966903189,1
15,14,28,0.966903189,1
15,14,22,0.934707724,1
15,14,28,0.916025675,1
15,14,26,0.966903189,1
17,2,-21,0.20057105,0.25
17,3,-20,0.173081188,0
17,3,-11,0.113180949,0
17,4,39,0.254441276,0.333333333
17,4,2,0.221586738,0
17,4,-12,0.625729985,0.25
17,4,19,0.662759252,0
17,4,-28,0.205524164,0
17,5,8,0.488118709,0.5
17,5,24,0.236435305,0
17,5,-13,0.461376049,0.25
17,5,1,0.222648072,0
17,5,33,0.823412763,0.5
17,5,9,0.565792714,0.666666667
17,5,8,0.227744367,0
17,5,50,0.893742477,0.666666667
17,5,50,0.875732128,0.75
17,5,49,0.959846712,1
17,6,0,0.236435305,0
17,6,18,0.930782417,1
17,6,20,0.922909645,0.75
17,6,12,0.236435305,0
17,6,33,0.580110466,0.5
17,6,-5,0.373727605,0
17,6,-11,0.235222877,0
17,6,-18,0.192830665,0
17,6,-18,0.196861678,0
17,6,15,0.903473213,1
17,6,17,0.893182927,1
17,6,3,0.518283405,0.5
17,6,0,0.712730484,1
17,6,-22,0.222026262,0
17,7,0,0.675066203,0.5
17,7,9,0.851648616,1
17,7,5,0.213651891,0
17,7,16,0.925067014,1
17,7,17,0.878232275,1
17,7,15,0.883423608,1
17,7,20,0.843867745,1
17,7,39,0.88739451,0.666666667
17,7,42,0.927932917,1
17,7,1,0.883423608,1
17,8,36,0.949446438,0.666666667
17,8,6,0.26035578,0
17,8,22,0.951644206,0.666666667
17,8,-10,0.290554763,0.333333333
17,8,-18,0.223669584,0
17,8,-4,0.331344008,0.25
17,8,-12,0.08804637,0
17,8,10,0.126948984,0.25
17,8,14,0.234807933,0
17,8,30,0.825475845,1
17,8,32,0.844405028,1
17,9,9,0.925067014,1
17,9,8,0.785901922,0.75
17,9,50,0.915602164,1
17,9,-2,0.695755931,0.5
17,9,24,0.232958519,0.5
17,9,4,0.939882763,1
17,9,0,0.26993989,0
17,9,10,0.436563873,0.5
17,9,38,0.894983617,1
17,9,33,0.894983617,1
17,9,-42,0.11433649,0
17,9,-1,0.265093721,0
17,9,0,0.50157052,1
17,10,28,0.893742477,0.5
17,10,0,0.277607187,0.333333333
17,10,17,0.864936829,1
17,10,-21,0.220841736,0
17,10,35,0.582072343,0.666666667
17,10,-11,0.197614041,0
17,10,0,0.574760572,0.5
17,10,0,0.678735994,0.5
17,10,0,0.25387319,0
17,10,0,0.210056454,0
17,10,18,0.861756131,1
17,11,-10,0.213572428,0
17,11,-19,0.232684997,0
17,11,15,0.889565327,1
17,11,13,0.951644206,0.666666667
17,11,27,0.889995791,1
17,11,32,0.855408033,1
17,11,29,0.927950265,1
17,11,13,0.851648616,1
17,11,16,0.200936812,0
17,11,-22,0.316875663,0
17,11,25,0.912258317,1
17,11,7,0.271549425,0.5
17,12,-40,0.204388592,0.333333333
17,12,-15,0.211844849,0
17,12,-9,0.868225158,0
17,12,-21,0.287742138,0.333333333
17,12,8,0.515973967,0.666666667
17,12,0,0.319252554,0
17,12,-28,0.109270121,0
17,12,25,0.847223264,1
17,12,-34,0.42670769,0.333333333
17,12,-14,0.1939266,0
17,12,0,0.175890571,0
17,12,37,0.861580141,1
17,12,12,0.736390292,0.5
17,12,6,0.198004167,0
17,13,25,0.889595943,0.666666667
17,13,20,0.850227809,1
17,13,-28,0.173081188,0
17,13,25,0.879703253,1
17,13,-21,0.105848188,0
17,13,31,0.866671061,1
17,13,33,0.515973967,0.666666667
17,13,23,0.83169544,1
17,13,-22,0.484517205,0.25
17,13,34,0.687254282,0.75
17,13,22,0.885102045,1
17,13,-50,0.112564825,0
17,14,19,0.76631845,0.666666667
17,14,-4,0.232216261,0
17,14,-30,0.2157257,0
17,14,-34,0.139518347,0
17,14,-20,0.214680423,0
17,14,-16,0.123329647,0
17,14,23,0.857327288,0.5
17,14,-14,0.126434507,0
18,1,19,0.501937509,0.666666667
18,1,-14,0.206556881,0
18,1,-2,0.245020154,0
18,1,4,0.205524164,0
18,1,1,0.205524164,0
18,1,2,0.203978606,0
18,1,9,0.91440677,1
18,1,10,0.874466053,1
18,1,15,0.730015419,0.5
18,1,20,0.880443571,1
18,1,3,0.91440677,1
18,2,8,0.844717825,1
18,2,31,0.829384961,1
18,2,1,0.50157052,1
18,2,13,0.831181433,0.5
18,2,1,0.280785625,0.666666667
18,2,7,0.448516854,0.333333333
18,2,10,0.205524164,0
18,2,31,0.934180633,1
18,2,21,0.699077148,1
18,2,6,0.640253926,1
18,2,12,0.792707958,1
18,2,-3,0.284183019,0
18,2,15,0.896563782,1
18,2,17,0.801326077,1
18,2,6,0.691432325,0.333333333
18,3,-1,0.400374773,0
18,3,-13,0.232352117,0
18,3,9,0.174990002,0
18,3,15,0.685795948,0.5
18,3,16,0.236136325,0.5
18,3,22,0.934707724,1
18,3,13,0.238347985,0.5
18,3,13,0.886434909,1
18,4,22,0.37408558,0.5
18,4,26,0.877860753,1
18,4,21,0.50157052,1
18,4,23,0.784313779,0.666666667
18,4,30,0.921104186,1
18,5,24,0.50157052,1
18,5,13,0.640262311,1
18,5,27,0.526955146,0.5
18,5,19,0.789609593,0.5
18,5,20,0.447312108,1
18,5,24,0.945052204,1
18,6,21,0.26691056,0.5
18,6,24,0.838198811,1
18,6,28,0.464181469,0.5
18,6,45,0.771253193,0.5
18,6,17,0.23820056,0.5
18,7,17,0.607413753,1
18,7,23,0.171013727,0
18,7,18,0.166519338,0
18,7,16,0.246540761,0
18,7,24,0.966903189,1
18,7,27,0.216061001,0
18,7,39,0.235222877,0
18,7,10,0.179235743,0
18,7,0,0.235222877,0
18,7,13,0.87405503,1
18,8,11,0.216061001,0
18,8,9,0.200936812,0
18,8,6,0.174108789,0
18,8,-23,0.163577215,0
18,8,2,0.232352117,0
18,8,-14,0.229537621,0
18,9,24,0.867519604,1
18,9,20,0.132703552,0
18,9,14,0.792856376,0.666666667
18,9,0,0.200936812,0
18,9,-4,0.235222877,0
18,9,6,0.487048928,0.5
18,9,6,0.579962143,0.5
18,10,18,0.844717825,1
18,10,15,0.875412828,1
18,10,23,0.899347267,1
18,10,17,0.759134944,1
18,10,13,0.91440677,1
18,10,20,0.966903189,1
18,11,16,0.762768147,0.5
18,11,7,0.888365416,1
18,11,30,0.198421838,0
18,11,32,0.91440677,1
18,11,20,0.631653083,1
18,11,19,0.892760575,1
18,11,17,0.91440677,1
18,11,6,0.216061001,0
18,11,8,0.325191587,0
18,12,-8,0.178878794,0
18,12,4,0.242034284,0.5
18,12,-11,0.166482987,0
18,12,5,0.183260596,0
18,12,19,0.635048421,0.5
18,12,34,0.737319702,0.333333333
18,13,-18,0.141322667,0
18,13,0,0.409921724,0
18,13,-2,0.524343281,0.5
18,13,-24,0.544815281,0.5
18,13,-1,0.607413753,1
18,13,13,0.934707724,0.5
18,13,17,0.834916799,1
18,14,34,0.966903189,1
18,14,44,0.63651139,1
18,14,18,0.966903189,1
18,14,14,0.607413753,1
18,14,22,0.489896254,1
18,14,18,0.844717825,1
18,14,35,0.916025675,1
19,1,-8,0.238939019,0
19,1,0,0.516795691,0.5
19,1,6,0.254693495,0
19,1,15,0.196591845,0.333333333
19,1,-10,0.237957768,0
19,1,-2,0.247728046,0
19,1,8,0.198050683,0
19,1,0,0.462994216,0.333333333
19,1,14,0.333032964,0.333333333
19,1,19,0.934180633,1
19,1,-18,0.120132725,0
19,2,-50,0.175558925,0
19,2,6,0.168891014,0
19,2,0,0.108963536,0
19,2,28,0.897061004,1
19,2,13,0.612464551,0.5
19,2,7,0.428588039,0.333333333
19,2,8,0.348600225,0.25
19,2,-19,0.135074226,0
19,2,22,0.362318546,0.5
19,2,-21,0.234732638,0
19,3,7,0.229561075,0
19,3,-15,0.165091182,0
19,3,-21,0.171000334,0
19,3,-6,0.269172236,0
19,3,-17,0.13593685,0
19,3,0,0.170249422,0
19,3,10,0.481743172,0.666666667
19,4,18,0.870577019,1
19,4,-27,0.40162222,0.333333333
19,4,23,0.906139739,1
19,4,-17,0.493359048,0.5
19,4,-12,0.242359561,0
19,4,3,0.769497549,0.666666667
19,4,12,0.766598651,0.666666667
19,4,23,0.913482578,1
19,4,32,0.883423608,1
19,5,15,0.893975124,1
19,5,-18,0.15534711,0
19,5,-10,0.33846417,0
19,5,18,0.500084211,0.5
19,5,-20,0.131340866,0
19,5,-22,0.176593893,0.5
19,5,-27,0.143026144,0
19,5,6,0.91440677,1
19,6,-23,0.24933131,0.333333333
19,6,9,0.850244126,1
19,6,-20,0.193310411,0
19,6,-22,0.120132725,0
19,6,-5,0.249215505,0
19,6,2,0.321456611,0.5
19,6,-17,0.159729611,0
19,6,9,0.872480178,1
19,7,2,0.882608063,1
19,7,-33,0.090650944,0
19,7,-11,0.117380948,0
19,7,-8,0.198628663,0
19,7,-18,0.114371077,0
19,7,8,0.870851648,1
19,7,23,0.829134635,0.666666667
19,7,-22,0.25676896,0
19,7,-2,0.51055506,0.5
19,8,12,0.852752907,1
19,8,-15,0.177365394,0
19,8,-10,0.678111185,1
19,8,-2,0.362318546,0.5
19,8,0,0.734609716,0.666666667
19,8,20,0.863628459,1
19,8,10,0.436563873,0.5
19,8,-1,0.23034536,0.333333333
19,9,11,0.883423608,1
19,9,0,0.467022677,0.666666667
19,9,2,0.877860753,1
19,9,2,0.26035578,0
19,9,8,0.690435602,1
19,9,-14,0.682870638,0.666666667
19,9,-20,0.23437063,0
19,10,-23,0.112564825,0
19,10,28,0.870545865,1
19,10,-18,0.286957923,0
19,10,7,0.552540314,0.666666667
19,10,-5,0.156713196,0.333333333
19,10,-2,0.856282885,1
19,10,23,0.858183537,1
19,10,6,0.496060205,0.5
19,10,-38,0.17031481,0
19,11,25,0.776615146,1
19,11,-20,0.386073942,0.5
19,11,0,0.225471087,0
19,11,-15,0.114371077,0
19,11,-24,0.170195206,0
19,11,4,0.893956105,1
19,11,-21,0.192892372,0
19,12,-15,0.120132725,0
19,12,-13,0.355552018,0.666666667
19,12,-26,0.116791986,0
19,12,-23,0.215139989,0.5
19,12,14,0.858183537,1
19,12,13,0.945052204,1
19,12,10,0.4468508,0.666666667
19,13,13,0.904608108,1
19,13,-13,0.529726968,0.5
19,13,-11,0.103451983,0
19,13,12,0.91440677,1
19,13,-13,0.114371077,0
19,13,31,0.72711448,1
19,13,5,0.248976422,0
19,13,-3,0.26035578,0
19,14,10,0.893956105,1
19,14,-10,0.200936812,0
19,14,2,0.234732638,0
19,14,-23,0.418140311,0
19,14,0,0.484292501,0.5
19,14,-22,0.234732638,0
19,14,-22,0.189975231,0
19,14,18,0.877860753,1
19,14,12,0.966903189,1
19,14,26,0.852752907,1
21,1,4,0.25387319,0
21,1,1,0.352811025,0.5
21,1,20,0.551649449,0.5
21,1,27,0.965734463,1
21,1,15,0.501002338,0.333333333
21,2,21,0.418628218,0.5
21,2,9,0.558251206,0.5
21,2,16,0.620729836,0.333333333
21,2,20,0.92912882,1
21,2,11,0.247342963,0.333333333
21,2,25,0.915799869,0.75
21,2,6,0.411436552,0.333333333
21,2,22,0.259915411,0.5
21,2,0,0.298092288,0.25
21,2,18,0.380427779,0.5
21,2,12,0.558251206,0.5
21,2,3,0.25387319,0
21,3,-5,0.223669584,0
21,3,-16,0.223669584,0
21,3,-30,0.223669584,0
21,3,-30,0.208054127,0
21,3,-37,0.265093721,0
21,3,-24,0.265093721,0
21,3,-20,0.213362922,0
21,3,-24,0.200631809,0
21,3,23,0.572317644,0.666666667
21,3,11,0.434048914,0.5
21,3,13,0.2737318,0.333333333
21,4,7,0.234168083,0
21,4,5,0.274289719,0.333333333
21,4,11,0.32296355,0.5
21,4,14,0.23274765,0.333333333
21,4,18,0.763036448,0.666666667
21,4,7,0.178468887,0.333333333
21,4,8,0.178468887,0.333333333
21,4,-20,0.217379347,0
21,4,19,0.542957052,0.666666667
21,4,17,0.507915494,0.5
21,4,18,0.880678745,1
21,5,1,0.748016433,0.666666667
21,5,10,0.459062858,0.5
21,5,6,0.422610202,0.333333333
21,5,6,0.184445159,0
21,5,-20,0.196215732,0
21,5,12,0.422610202,0.333333333
21,5,9,0.838175618,1
21,5,5,0.838175618,1
21,5,-12,0.64852644,0.5
21,5,0,0.64852644,0.5
21,5,2,0.838175618,1
21,5,10,0.661173211,0.666666667
21,5,8,0.518283405,0.5
21,5,1,0.652522583,1
21,5,6,0.240999471,0.333333333
21,5,-7,0.225884862,0.333333333
21,5,10,0.438894344,0.5
21,5,13,0.928168111,1
21,5,14,0.841095009,1
21,5,20,0.423738356,0.666666667
21,5,14,0.652522583,1
21,5,12,0.652522583,1
21,6,-20,0.422610202,0.333333333
21,6,-11,0.196215732,0
21,6,14,0.422610202,0.333333333
21,6,-11,0.197218948,0
21,6,24,0.5226457,0.333333333
21,6,19,0.236435305,0
21,6,8,0.5226457,0.333333333
21,6,23,0.780189549,0.5
21,6,16,0.483757173,0.666666667
21,6,16,0.690362656,0.666666667
21,6,14,0.413436579,0.333333333
21,7,18,0.582903513,0.333333333
21,7,-10,0.410067441,0.5
21,7,2,0.64852644,0.5
21,7,13,0.518283405,0.5
21,7,5,0.570300027,0.5
21,7,6,0.392282591,0.25
21,7,-19,0.225946148,0
21,7,-4,0.12684464,0.333333333
21,7,-13,0.18066636,0
21,8,6,0.402323613,0.25
21,8,10,0.607052427,0.333333333
21,8,-4,0.482894486,0.333333333
21,8,-12,0.254460754,0
21,8,-5,0.240401678,0
21,8,-16,0.215707646,0
21,8,-17,0.267050572,0
21,8,-17,0.358767484,0
21,8,-14,0.567537764,0.333333333
21,8,7,0.258962577,0
21,8,10,0.557699035,0.5
21,8,12,0.358767484,0
21,8,3,0.258962577,0
21,8,3,0.557699035,0.5
21,8,3,0.239266957,0
21,9,14,0.467743234,0.333333333
21,9,15,0.226483835,0.25
21,9,7,0.258962577,0
21,9,-5,0.210056454,0
21,9,15,0.689223941,0.333333333
21,9,8,0.396572971,0.333333333
21,9,11,0.396572971,0.333333333
21,9,2,0.519756954,0.333333333
21,9,15,0.770167974,0.666666667
21,9,13,0.558251206,0.5
21,9,6,0.377681605,0.333333333
21,9,8,0.518283405,0.5
21,9,10,0.558251206,0.5
21,9,9,0.25387319,0
21,9,2,0.838175618,1
21,9,6,0.518283405,0.5
21,9,-1,0.476408248,0.5
21,9,19,0.518283405,0.5
21,9,16,0.699276085,0.666666667
21,10,24,0.379243903,0.333333333
21,10,11,0.552256941,0.666666667
21,10,14,0.558251206,0.5
21,10,15,0.377681605,0.333333333
21,10,12,0.558251206,0.5
21,10,20,0.558251206,0.5
21,10,-7,0.25387319,0
21,10,15,0.616277402,0.666666667
21,10,12,0.268769487,0.333333333
21,10,8,0.718186604,0.666666667
21,10,11,0.574760572,0.5
21,10,9,0.200936812,0
21,10,5,0.248976422,0
21,10,0,0.25387319,0
21,11,8,0.36717543,0.333333333
21,11,6,0.525173872,0.5
21,11,-10,0.258962577,0
21,11,-10,0.252074236,0
21,11,-3,0.36717543,0
21,11,-3,0.513248412,0.25
21,11,7,0.413821799,0.5
21,11,8,0.848450677,0.5
21,11,-8,0.253337791,0.333333333
21,12,6,0.558251206,0.5
21,12,13,0.518283405,0.5
21,12,6,0.519756954,0.333333333
21,12,8,0.519756954,0.333333333
21,12,6,0.332502904,0.333333333
21,12,-14,0.215707646,0
21,12,7,0.248976422,0
21,12,8,0.586148815,0.5
21,12,0,0.422610202,0.333333333
21,12,10,0.558251206,0.5
21,12,9,0.893295884,1
21,12,11,0.184445159,0
21,12,6,0.26035578,0
21,12,13,0.248976422,0
21,12,-16,0.519756954,0.333333333
21,13,4,0.290430426,0.333333333
21,13,11,0.75383663,0.666666667
21,13,7,0.516795691,0.5
21,13,0,0.25387319,0
21,13,12,0.25387319,0
21,13,13,0.558251206,0.5
21,13,10,0.20919595,0
21,13,2,0.241861344,0
21,13,0,0.26035578,0
21,13,4,0.258962577,0
21,13,10,0.558251206,0.5
21,13,7,0.878375877,0.666666667
21,14,1,0.377681605,0.333333333
21,14,2,0.26035578,0
21,14,4,0.248976422,0
21,14,10,0.516795691,0.5
21,14,8,0.222716644,0
21,14,7,0.8826553,1
21,14,8,0.558251206,0.5
21,14,7,0.53048161,0.666666667
21,14,14,0.917641916,1
21,14,11,0.939720009,1
21,15,-2,0.264817261,0
21,15,8,0.558251206,0.5
21,15,-9,0.558251206,0.5
21,15,16,0.558251206,0.5
21,15,0,0.616277402,0.666666667
21,15,9,0.558251206,0.5
21,15,2,0.558251206,0.5
21,15,11,0.251319216,0.25
22,1,15,0.528770217,0.666666667
22,1,14,0.803777299,1
22,1,24,0.803777299,1
22,1,24,0.803777299,1
22,1,11,0.23939002,0.333333333
22,2,10,0.517734742,0.666666667
22,2,10,0.898925665,1
22,2,14,0.660724215,1
22,2,29,0.966903189,1
22,2,14,0.916025675,1
22,2,15,0.921544256,1
22,3,14,0.844717825,1
22,3,15,0.539623574,0.5
22,3,18,0.49346607,0.5
22,3,18,0.877348305,1
22,3,16,0.73896147,0.5
22,3,21,0.228049049,0
22,3,21,0.124227198,0
22,3,20,0.876562163,0.666666667
22,3,18,0.200936812,0
22,3,0,0.466661006,0.5
22,4,13,0.803777299,1
22,4,17,0.916720537,1
22,4,27,0.87877882,1
22,4,14,0.916025675,1
22,4,19,0.826892652,0.5
22,4,13,0.844717825,1
22,4,16,0.651542302,0.5
22,4,9,0.844717825,1
22,4,14,0.689894005,0.5
22,4,10,0.844717825,1
22,4,20,0.759134944,0.5
22,4,17,0.175891818,0.5
22,4,16,0.612874389,0.333333333
22,4,16,0.685326308,0.666666667
22,4,16,0.175891818,0.5
22,5,20,0.844717825,1
22,5,18,0.689894005,0.5
22,6,18,0.934707724,1
22,6,19,0.877860753,1
22,6,3,0.23437063,0
22,6,0,0.087967918,0
22,6,24,0.844717825,1
22,6,23,0.844717825,1
22,6,24,0.844717825,1
22,6,9,0.844717825,1
22,7,17,0.660724215,1
22,7,21,0.844717825,1
22,7,15,0.844717825,1
22,7,21,0.844717825,1
22,7,26,0.844717825,1
22,7,26,0.335923087,0.333333333
22,8,22,0.844717825,1
22,8,16,0.759134944,1
22,8,20,0.226350719,0
22,8,26,0.867519604,1
22,8,-17,0.12190893,0
22,8,20,0.844717825,1
22,8,28,0.844717825,1
22,8,27,0.844717825,1
22,8,24,0.759134944,1
22,8,26,0.844717825,1
22,9,15,0.844717825,1
22,9,-2,0.844717825,1
22,10,20,0.904608108,1
22,10,28,0.844717825,1
22,10,29,0.966903189,1
22,10,23,0.844717825,1
22,10,49,0.844717825,1
22,11,26,0.877860753,1
22,11,39,0.966903189,1
22,11,38,0.966903189,1
22,11,42,0.934707724,1
22,11,33,0.934707724,1
22,11,33,0.916025675,1
22,11,32,0.844717825,1
22,11,30,0.759134944,1
22,12,26,0.437873772,0.5
22,12,23,0.437873772,0.5
22,12,6,0.23437063,0
22,12,-12,0.087967918,0
22,12,6,0.437873772,0.5
22,13,1,0.23437063,0
22,13,17,0.42861506,0.666666667
22,13,27,0.844717825,1
22,13,26,0.883423608,1
22,13,22,0.23437063,0
22,13,25,0.23437063,0
22,13,0,0.23437063,0
22,13,1,0.226350719,0
22,13,27,0.844717825,1
22,14,29,0.759134944,1
22,14,31,0.893956105,1
22,14,27,0.966903189,1
22,14,24,0.893956105,1
22,14,29,0.877860753,1
22,14,33,0.966903189,1
22,14,29,0.877860753,1
22,14,30,0.877860753,1
22,14,27,0.877860753,1
22,14,20,0.759134944,1
22,14,23,0.883423608,1
22,14,23,0.877860753,1
22,14,24,0.877860753,1
22,15,33,0.877860753,1
22,15,28,0.844717825,1
22,15,2,0.877860753,1
22,15,30,0.877860753,1
22,15,30,0.893956105,1
22,15,31,0.966903189,1
22,15,8,0.140615185,0
22,15,27,0.867519604,1
22,15,7,0.966903189,1
22,15,30,0.916025675,1
22,15,2,0.087967918,0
23,1,24,0.965734463,1
23,1,32,0.883423608,1
23,1,-12,0.160476624,0
23,1,-24,0.31761906,0.333333333
23,1,31,0.938574048,1
23,1,25,0.943932624,1
23,1,10,0.91440677,1
23,1,25,0.641718469,0.5
23,2,12,0.288366895,0.333333333
23,2,-24,0.195663682,0
23,2,-23,0.199405749,0
23,2,-15,0.121943028,0
23,2,-39,0.234640272,0
23,2,5,0.889658645,1
23,2,-9,0.232216261,0
23,2,-14,0.866386601,0.666666667
23,2,6,0.73908168,0.5
23,3,15,0.932130987,1
23,3,19,0.94237665,0.75
23,3,7,0.934707724,1
23,3,11,0.944059745,1
23,3,15,0.859014764,0.666666667
23,3,17,0.932579208,1
23,3,-9,0.744555801,0.5
23,3,7,0.838175618,1
23,4,0,0.289257254,0.333333333
23,4,8,0.90062374,1
23,4,8,0.736586004,1
23,4,-18,0.200936812,0
23,4,10,0.279986176,0.5
23,4,18,0.966903189,1
23,4,20,0.584943059,0.5
23,4,17,0.859604284,0.666666667
23,5,-9,0.50157052,1
23,5,2,0.928005971,1
23,5,-10,0.139376973,0
23,5,13,0.867519604,1
23,5,21,0.642371628,0.666666667
23,5,6,0.822659663,1
23,5,14,0.966903189,1
23,5,9,0.966903189,1
23,5,20,0.966903189,1
23,5,5,0.844717825,1
23,6,5,0.200936812,0
23,6,-12,0.139911132,0
23,6,6,0.844717825,1
23,6,19,0.838175618,1
23,6,7,0.883423608,1
23,6,12,0.966903189,1
23,6,6,0.916025675,1
23,6,30,0.877860753,1
23,6,50,0.644493542,1
23,6,28,0.844717825,1
23,7,-23,0.254208314,0
23,7,10,0.895599077,0.333333333
23,7,12,0.437873772,0.5
23,7,-27,0.203208229,0
23,7,11,0.437873772,0.5
23,7,8,0.838175618,1
23,8,9,0.795057368,1
23,8,19,0.838175618,1
23,8,1,0.586148815,0.5
23,8,-32,0.129358314,0
23,8,5,0.117815909,0
23,8,7,0.173081188,0
23,8,-10,0.586148815,0.5
23,8,17,0.844717825,1
